"age","male","educ","educ0","income","hhincome","white_nh","tea_party","conserv","partyID","pid1","Democrat1","Republican1","milAssert1","intl1","anxiety","cGroup_Endorse","cGroup_Oppose","groupControl","tGroup_Endorse","tGroup_Oppose","cMCheck","tMCheck","cPivot","cCertain","cSucceed","cThreat","tDeploy","tCertain","tSucceed","tThreat","cHot","tHot","cDem","tDem","cFirst","ID"
64,0,7,0.75,3,3,1,0,5,2,0.166666666666667,1,0,0.3125,0.5625,0.333333333333333,0,1,0,1,0,1,1,0.611111111111111,0.64,0.6,0.69,0.19,0.19,0.11,0.85,0,1,0,1,1,"R_b7Tz1gUR8M41K3b"
52,0,9,1,4,4,1,1,3,6,0.833333333333333,0,1,0.125,0.4375,0.333333333333333,0,1,0,1,0,1,1,0.0888888888888889,0.41,0.73,0.53,0.72,0.39,0.58,0.29,0,1,0,1,1,"R_dcM6P6FUCdleuVL"
64,1,7,0.75,5,5,1,0,1,1,0,1,0,0.3125,0.5,0.4,1,0,0,0,1,1,1,0.133333333333333,0.38,0.45,0.33,0.03,0.91,0.01,0.49,0,1,0,1,0,"R_eLrAGaMk3AiVKAJ"
59,0,5,0.5,5,5,1,0,6,7,1,0,1,0.5,0.4375,0.6,1,0,0,0,1,1,1,0.255555555555556,1,0.47,0.98,0,1,0,1,0,1,0,1,0,"R_0iYRETLs7uw0bgF"
57,0,7,0.75,5,5,1,0,4,2,0.166666666666667,1,0,0.4375,0.25,0.266666666666667,0,0,1,0,0,1,0,0.0666666666666667,0.89,0.11,0.54,0,1,0.11,0.74,1,0,0,1,0,"R_6G1L3Z9h9mwwmZn"
58,0,5,0.5,2,2,1,0,5,4,0.5,0,0,0.625,0.0625,0.266666666666667,0,0,1,0,0,1,1,0.555555555555556,0.58,0.57,0.69,0.62,0.65,0.46,0.75,0,1,0,1,1,"R_3JjBN276vfuDHcp"
57,0,3,0.25,1,1,1,0,4,6,0.833333333333333,0,1,0.6875,0.4375,0.533333333333333,0,1,0,1,0,1,1,0.311111111111111,0.3,0.31,0.55,0.51,0.52,0.55,0.85,1,0,1,0,0,"R_1R00XKhWhAwMbbv"
23,0,9,1,3,3,1,0,2,2,0.166666666666667,1,0,0.25,0.5,0.466666666666667,1,0,0,0,1,0,1,0.255555555555556,0.91,0.51,0.09,0.4,0.53,0.12,0.56,1,0,1,0,1,"R_6W5xuCKKFQJtGol"
46,0,3,0.25,3,3,1,1,7,7,1,0,1,0.5625,0.3125,0.466666666666667,0,0,1,0,0,1,1,0.522222222222222,0.91,0.51,0.82,0.23,0.85,0.29,0.75,0,1,0,1,1,"R_aVFCnOiEwLdQlDv"
21,1,5,0.5,1,1,1,0,1,1,0,1,0,0.0625,0.875,0.4,0,0,1,0,0,0,1,0.388888888888889,0.57,0.6,0.46,0.2,0.48,0.36,0.63,1,0,1,0,1,"R_5AvAoenwevy0L77"
54,0,9,1,6,8,1,0,5,2,0.166666666666667,1,0,0.5625,0.3125,0.266666666666667,0,0,1,0,0,1,1,0.1,0.16,0.1,0.37,0.14,0.23,0.02,0.55,1,0,1,0,1,"R_e8rZjcY0Qrdms05"
49,0,9,1,6,10,1,1,7,7,1,0,1,0.6875,0.75,0.466666666666667,0,1,0,1,0,1,1,0.277777777777778,1,0.25,0.67,0.61,0.25,0.61,1,0,1,1,0,1,"R_ePr9XQ5YNxTWY29"
54,0,7,0.75,5,5,1,0,1,1,0,1,0,0.25,0.5625,0.266666666666667,0,0,1,0,0,0,1,0.0444444444444444,1,0,0.35,0,0.96,0.01,0.49,1,0,1,0,1,"R_egGxYoWG1irZLzT"
83,1,7,0.75,3,3,1,1,5,6,0.833333333333333,0,1,0.8125,0.625,0.4,1,0,0,0,1,1,1,0.633333333333333,0.57,0.6,0.86,0.85,0.87,0.5,1,1,0,0,1,0,"R_5A43XmSwdaXWapv"
48,0,9,1,3,3,1,0,6,7,1,0,1,0.5,0.5625,0.333333333333333,1,0,0,0,1,1,0,0.777777777777778,0.79,0.81,0.73,0.72,0.68,0.49,0.73,1,0,0,1,0,"R_dg4n7lfLlqmp0l7"
62,0,7,0.75,1,1,1,0,2,7,1,0,1,1,0.8125,0.266666666666667,0,1,0,1,0,0,0,0.122222222222222,1,0.2,1,0.99,1,0.22,0.77,1,0,0,1,0,"R_24tXqvKP0YiKBwN"
41,0,5,0.5,4,4,0,1,1,1,0,1,0,0.8125,0.4375,0.6,0,1,0,1,0,0,1,0.155555555555556,0.12,0.09,0.13,0.17,0.08,0.18,0.17,0,1,0,1,0,"R_1NRfnr8Tx69mp3T"
39,0,6,0.625,6,7,1,0,7,7,1,0,1,0.75,0.6875,0.4,0,1,0,1,0,1,1,0.444444444444444,0.7,0.61,0.58,0.74,0.93,0.84,0.96,0,1,0,1,0,"R_eUNTTy2xKON992d"
60,0,4,0.375,2,2,1,1,2,7,1,0,1,0.625,0.8125,0.6,0,1,0,1,0,1,1,0.155555555555556,0.96,0.86,0.88,0.71,0.96,0.99,0.98,0,1,1,0,0,"R_czNugQ3mXyGgRMx"
69,0,9,1,5,5,1,0,5,5,0.666666666666667,0,1,0.375,0.25,0.466666666666667,0,1,0,1,0,1,1,0.344444444444444,1,0.22,0.34,0.06,0.88,0.03,0.35,1,0,1,0,0,"R_1BopF3oIWTKYbqt"
71,0,5,0.5,3,3,1,1,5,7,1,0,1,0.8125,0.625,0.466666666666667,0,0,1,0,0,0,1,0.711111111111111,0.79,0.75,0.82,0.31,0.42,0.37,0.39,1,0,0,1,1,"R_0Psi9zwEqZttO2F"
57,0,9,1,4,4,1,0,4,1,0,1,0,0.25,0.3125,0.6,1,0,0,0,1,0,1,0.166666666666667,1,0.12,0.2,0.03,1,0,0.47,1,0,1,0,0,"R_5Ab3N9bbcpAUGDX"
26,0,9,1,6,9,1,1,1,7,1,0,1,0.75,0.75,0.533333333333333,0,1,0,1,0,0,1,1,0.99,0.99,1,0.99,1,0.99,1,1,0,1,0,1,"R_ahEvgDl8GgXa4dv"
66,0,9,1,4,4,1,0,7,6,0.833333333333333,0,1,1,0.1875,0.0666666666666667,0,1,0,1,0,1,1,0.4,0.51,0.56,0.54,0.95,1,0.88,0.97,1,0,1,0,0,"R_8ksOvhWjFUTgVM1"
46,0,6,0.625,4,4,1,0,6,6,0.833333333333333,0,1,0.75,0.5,0.266666666666667,1,0,0,0,1,1,1,0.733333333333333,0.8,0.81,0.09,0.65,0.81,0.6,0.82,1,0,0,1,1,"R_08HpfPWcVYoPRYN"
65,1,7,0.75,6,7,0,0,4,3,0.333333333333333,1,0,0.5,0.5,0.266666666666667,0,0,1,0,0,1,0,0.166666666666667,0.47,0.36,0.39,,0.72,0.21,0.58,1,0,0,1,0,"R_57MdoR7wSKJoed7"
66,0,7,0.75,5,5,1,1,5,7,1,0,1,0.4375,0.5625,0.4,0,0,1,0,0,1,1,0.0222222222222222,0.73,0.08,0.32,0.16,0.74,0.03,0.78,0,1,1,0,0,"R_cU8KL18cBAZyo9D"
60,0,7,0.75,5,5,1,0,6,2,0.166666666666667,1,0,0.5,0.5,0.333333333333333,0,1,0,1,0,1,1,0.188888888888889,0.91,0.26,0.73,0.86,0.87,0.52,0.69,0,1,1,0,1,"R_7Pu5yR6zeRi8iDX"
59,0,7,0.75,1,1,1,0,3,1,0,1,0,0.25,0.5625,0.666666666666667,0,0,1,0,0,1,1,0.577777777777778,0.5,0.1,0.14,0.19,0.77,0.16,0.25,1,0,0,1,1,"R_2lBmYcnFXhNZ7wh"
63,0,3,0.25,4,4,1,1,6,7,1,0,1,0.5,0.5,0.266666666666667,1,0,0,0,1,1,1,0.655555555555556,0.72,0.68,0.6,0.27,0.59,0.15,0.91,1,0,1,0,0,"R_8vvBbrnqlvs5yvP"
59,0,8,0.875,3,3,1,0,6,7,1,0,1,0.9375,0.9375,0.266666666666667,0,1,0,1,0,1,1,0.811111111111111,0.84,0.37,0.75,0.9,0.5,0.77,1,1,0,1,0,0,"R_eVBfwNpsfhLA8vz"
60,1,9,1,3,3,0,0,1,1,0,1,0,0,0.75,0.333333333333333,1,0,0,0,1,0,1,0.0111111111111111,1,0.12,0.08,0,1,0.01,0.03,0,1,1,0,1,"R_eLDKsskkVZEncj3"
43,0,5,0.5,4,4,1,1,7,5,0.666666666666667,0,1,0.375,0.3125,0.533333333333333,0,1,0,1,0,1,1,0.511111111111111,0.51,0.51,0.44,0.5,0.53,0.5,1,0,1,1,0,0,"R_0GI6YpMwQS8j1xb"
58,0,3,0.25,2,2,1,0,5,4,0.5,0,0,0.4375,0.5,0.4,1,0,0,0,1,0,1,0.511111111111111,0.43,0.32,0.34,0.41,0.43,0.43,0.45,0,1,1,0,0,"R_0CKz0fksaMOmIrb"
47,0,5,0.5,4,4,1,0,4,1,0,1,0,0.4375,0.875,0.266666666666667,0,1,0,1,0,1,1,0.411111111111111,0.4,0.16,0.13,0.18,1,0.91,0.24,1,0,1,0,1,"R_4JfHZL7UwoxLvtr"
50,0,5,0.5,5,5,1,0,6,6,0.833333333333333,0,1,0.375,0.125,0.333333333333333,0,0,1,0,0,1,0,0.477777777777778,0.48,0.51,0.51,0.44,0.52,0.42,0.56,0,1,1,0,1,"R_eEzEDi0L6MnP25v"
89,0,7,0.75,2,2,1,1,6,7,1,0,1,0.5625,0.3125,0.466666666666667,1,0,0,0,1,1,1,0.866666666666667,0.45,0.4,0.56,0.27,0.38,0.13,0.9,1,0,1,0,0,"R_6W4OEq590Yr7TZr"
65,0,9,1,3,3,1,0,4,1,0,1,0,0.5,0.6875,0.133333333333333,0,0,1,0,0,1,0,0.455555555555555,0.91,0.85,0.56,0.16,1,0.65,0.68,0,1,0,1,0,"R_1z6LIhX1eKuhKZv"
56,0,3,0.25,2,2,1,0,6,7,1,0,1,0.375,0.4375,0.4,0,1,0,1,0,1,1,0.344444444444444,0.77,0.54,0.47,0.11,0.92,0.18,0.7,1,0,1,0,1,"R_4MHuc7C4vO2lfRH"
49,0,9,1,4,4,1,0,2,1,0,1,0,0.5,0.625,0.466666666666667,1,0,0,0,1,1,1,0.755555555555556,0.89,0.48,0.6,0.34,0.28,0.48,0.68,1,0,0,1,0,"R_7PohkvnsDL2gwC1"
59,0,7,0.75,5,5,1,0,2,1,0,1,0,0.4375,0.8125,0.266666666666667,1,0,0,0,1,1,1,0.544444444444445,0.64,0.52,0.53,0.57,0.73,0.55,0.75,1,0,0,1,0,"R_2fOnhALOY1jirKB"
57,0,9,1,6,10,1,0,4,2,0.166666666666667,1,0,0.375,0.125,0.466666666666667,0,1,0,1,0,1,1,0.177777777777778,0.83,0.12,1,0.46,0.47,0.15,1,1,0,1,0,1,"R_cBgpGBy4zCPazfD"
44,0,9,1,6,8,1,0,1,1,0,1,0,0.1875,0.75,0.533333333333333,1,0,0,0,1,1,1,0.522222222222222,0.49,0.48,0.7,0.24,0.66,0.49,0.61,0,1,0,1,1,"R_2rSlEuwhxJPGagJ"
57,0,3,0.25,5,5,1,0,4,2,0.166666666666667,1,0,0.625,0.5625,0.533333333333333,1,0,0,0,1,1,1,0.788888888888889,0.63,0.74,0.49,0.52,0.52,0.49,0.76,0,1,0,1,1,"R_agV8Fo4qSZOyGzz"
50,0,9,1,3,3,1,0,5,1,0,1,0,0.6875,0.625,0.4,0,1,0,1,0,1,1,0.544444444444445,0.77,0.7,0.74,0.52,0.76,0.69,0.9,1,0,0,1,1,"R_3dP4P8B1FAqfp1H"
60,1,7,0.75,4,4,1,1,7,6,0.833333333333333,0,1,0.75,0.25,0.333333333333333,1,0,0,0,1,1,1,0.655555555555556,1,0.64,0.92,0.29,1,0.49,0.96,0,1,0,1,1,"R_413kQML4iqzE8Rf"
71,1,9,1,6,9,1,0,4,3,0.333333333333333,1,0,0.5,0.6875,0.266666666666667,0,1,0,1,0,1,1,0.744444444444444,0.71,0.58,0.53,0.46,0.72,0.27,0.7,0,1,1,0,0,"R_72JFJlS0Jhy15sx"
21,1,5,0.5,3,3,0,0,4,1,0,1,0,0.1875,1,0.4,1,0,0,0,1,1,1,0.355555555555556,0.33,0.4,0.39,0.66,0.55,0.2,0.38,0,1,1,0,0,"R_6DpkdTfhx75wSG1"
54,0,7,0.75,3,3,1,1,7,7,1,0,1,0.4375,0.3125,0.266666666666667,1,0,0,0,1,1,1,0.688888888888889,0.54,0.62,0.73,0.26,0.65,0.09,0.62,1,0,0,1,1,"R_ehrdLMLHt1pP1eR"
45,0,5,0.5,3,3,1,0,3,4,0.5,0,0,0.625,0.75,0.733333333333333,0,0,1,0,0,1,1,0.466666666666667,0.47,0.5,1,1,1,0.73,1,1,0,0,1,1,"R_4YEY0MV652qh0BD"
51,0,7,0.75,2,2,1,0,4,4,0.5,0,0,0.875,0.5,0,0,0,1,0,0,0,1,0,1,1,1,0,0.48,0.99,1,0,1,1,0,1,"R_398mkH68dKkznxP"
71,0,5,0.5,3,3,0,1,4,4,0.5,0,0,0.6875,0.6875,0.333333333333333,0,1,0,1,0,1,1,0.233333333333333,0.84,0.26,0.88,0.58,0.17,0.52,1,1,0,0,1,0,"R_ergp13FV1sJlmD3"
45,0,2,0.125,1,1,1,1,4,1,0,1,0,0.375,0.5,0.733333333333333,0,1,0,1,0,0,0,0.844444444444444,0.95,0.6,0.7,0.39,0.54,0.49,0.49,1,0,0,1,1,"R_41NZErdAU1Amo5L"
32,0,3,0.25,4,4,1,1,4,6,0.833333333333333,0,1,0.375,0.4375,0.2,0,0,1,0,0,1,1,0.222222222222222,0.88,0.16,0.16,0.15,0.99,0.13,0.42,1,0,0,1,1,"R_8oz9vQUAqkSwYZv"
55,0,3,0.25,6,7,1,0,4,2,0.166666666666667,1,0,0.6875,0.75,0.0666666666666667,0,1,0,1,0,1,1,0.366666666666667,0.27,0.52,0.56,0.74,0.6,0.7,0.59,1,0,1,0,1,"R_5b6f6OEgek0l7w1"
57,0,4,0.375,6,7,1,1,6,5,0.666666666666667,0,1,0.4375,0.125,0.4,0,0,1,0,0,1,1,0.277777777777778,1,0.56,1,0.19,0.85,0.13,1,1,0,0,1,0,"R_3yebscIAR90Qcex"
63,0,4,0.375,2,2,1,0,6,7,1,0,1,0.4375,0.25,0.466666666666667,0,0,1,0,0,1,1,0.3,0.53,0.13,0.46,0.32,0.5,0.2,0.84,0,1,0,1,0,"R_efcxt7mUizJ9bTf"
63,0,8,0.875,6,8,0,1,7,7,1,0,1,0.5,0.4375,0.0666666666666667,0,1,0,1,0,1,1,0,1,0.5,0.5,0.01,1,0.51,1,1,0,0,1,1,"R_9MK6zUgtHYMEXMF"
57,0,9,1,3,3,1,0,7,4,0.5,0,0,0.5,0.625,0,0,0,1,0,0,1,1,1,1,0.52,1,1,1,0.52,1,0,1,1,0,0,"R_1Tym5K9qwL0EDE9"
28,0,5,0.5,1,1,1,0,,4,0.5,0,0,0.4375,0.25,0.4,0,0,1,0,0,1,1,0.3,0.29,0.37,0.25,0.22,0.17,0.16,0.61,0,1,0,1,0,"R_8iVrBdbx1zaMXbv"
67,0,3,0.25,4,4,1,0,4,1,0,1,0,0.4375,0.75,0.533333333333333,0,1,0,1,0,1,1,0.444444444444444,0.49,0.36,0.67,0.69,0.42,0.47,0.56,0,1,1,0,0,"R_800XAWIVhz62oWp"
53,0,5,0.5,2,2,1,1,3,5,0.666666666666667,0,1,0.8125,0.6875,0.333333333333333,0,0,1,0,0,1,1,0.0444444444444444,0,0,0,0,0,0,0,0,1,0,1,1,"R_5hYtkdmAkfWT0hf"
29,1,5,0.5,1,1,1,1,5,6,0.833333333333333,0,1,0.4375,0.75,0.466666666666667,0,1,0,1,0,1,1,0.511111111111111,0.83,0.78,0.66,0.97,0.98,0.75,0.81,1,0,1,0,0,"R_9N1jeXwFvZs5GKN"
29,0,3,0.25,3,3,1,1,5,4,0.5,0,0,0.5625,0.5,0.666666666666667,0,0,1,0,0,0,1,0.444444444444444,0.28,0.59,0.76,0.31,0.15,0.44,0.76,1,0,1,0,1,"R_0SsQ1FyjUjXjUS9"
58,0,6,0.625,5,5,1,0,6,6,0.833333333333333,0,1,0.375,0.5625,0.4,0,1,0,1,0,0,1,0.555555555555556,0.24,0.5,0.96,0.76,0.32,0.82,0.94,1,0,0,1,1,"R_0xlyEdr9yJ0lFbL"
27,0,3,0.25,1,1,1,0,5,5,0.666666666666667,0,1,0.1875,0.1875,0.4,0,1,0,1,0,1,1,0.622222222222222,1,0.36,0.77,0.44,0.83,0.41,0.66,0,1,0,1,1,"R_6Dpt2ImaRKZuQ8l"
40,0,9,1,6,7,1,0,2,1,0,1,0,0.3125,0.75,0.266666666666667,1,0,0,0,1,1,0,0.266666666666667,0.36,0.31,0.32,0.17,0.83,0.3,0.53,0,1,0,1,0,"R_5jBU6YvAhKTSoiV"
46,0,5,0.5,3,3,1,1,6,6,0.833333333333333,0,1,0.625,0.5,0.266666666666667,0,1,0,1,0,0,1,0.533333333333333,0.46,0.49,0.59,0.82,0.84,0.6,0.88,1,0,1,0,1,"R_1ze86IaTykKjcy1"
50,0,5,0.5,2,2,1,0,,1,0,1,0,0.5625,0.5625,0.333333333333333,1,0,0,0,1,1,0,0.555555555555556,0.54,0.52,0.49,0.48,0.49,0.45,0.45,1,0,1,0,0,"R_0eTCI9RgkOq1URD"
30,0,3,0.25,5,5,1,0,5,2,0.166666666666667,1,0,0.625,0.5,0.533333333333333,0,1,0,1,0,0,0,0.3,0.29,0.28,0.35,0.54,0.46,0.71,0.49,1,0,1,0,0,"R_3kK7lLnKfnlzy6x"
51,0,3,0.25,3,3,0,0,4,6,0.833333333333333,0,1,0.5,0.4375,0.466666666666667,0,0,1,0,0,1,1,0.0777777777777778,0.08,0.47,0.55,0.6,0.49,0.42,0.8,1,0,0,1,1,"R_6JNKeiDdjx0mx9j"
53,0,3,0.25,6,7,1,1,7,7,1,0,1,0.6875,0.5625,0.333333333333333,0,1,0,1,0,1,1,0.3,0.7,0.89,0.74,0.87,0.56,0.86,0.69,1,0,1,0,1,"R_bkGHOqSEG7Xidhz"
20,0,5,0.5,5,5,1,1,3,6,0.833333333333333,0,1,0.625,0.625,0.4,1,0,0,0,1,0,1,0.533333333333333,0.44,0.71,0.63,0.66,0.53,0.63,0.52,0,1,1,0,1,"R_780qYbp805KKXyZ"
35,0,7,0.75,4,4,1,1,5,5,0.666666666666667,0,1,0.625,0.375,0.466666666666667,0,1,0,1,0,1,1,0.188888888888889,0.78,0.49,0.52,0.52,0.51,0.52,0.48,0,1,1,0,1,"R_0cTpkiwbzgapLGR"
68,0,7,0.75,6,7,1,0,2,1,0,1,0,0.4375,0.5625,0.4,1,0,0,0,1,1,1,0.1,1,0.04,0.49,0.02,1,0.03,0.54,0,1,0,1,1,"R_9sDbL9biDaJw47z"
76,0,3,0.25,1,1,1,0,4,2,0.166666666666667,1,0,0.625,0.625,0.4,1,0,0,0,1,1,0,0.411111111111111,0.23,0.42,0.79,0.5,0.47,0.6,0.81,0,1,1,0,0,"R_3dtMBMlDdBwcz3L"
52,1,9,1,5,5,1,1,6,7,1,0,1,0.625,0.625,0.4,0,1,0,1,0,0,1,0.266666666666667,0.92,0.71,0.88,0.91,0.93,0.91,0.96,0,1,0,1,1,"R_8J8xTqYn5rYvHP7"
34,0,5,0.5,6,8,1,0,4,6,0.833333333333333,0,1,0.5625,0.375,0.533333333333333,0,1,0,1,0,1,0,0.555555555555556,0.59,0.57,0.52,0.51,0.48,0.48,0.68,1,0,1,0,0,"R_3Cz0apXhEb2fxc1"
70,0,9,1,1,1,1,0,1,3,0.333333333333333,1,0,0.3125,1,0.133333333333333,0,1,0,1,0,1,1,0,0.96,0,0,,0.98,0.13,0.22,0,1,1,0,0,"R_8k4fCVh0J3v3v8h"
26,0,9,1,3,3,1,0,1,3,0.333333333333333,1,0,0.3125,0.6875,0.6,1,0,0,0,1,0,1,0.0666666666666667,0.94,0.14,0.52,0.51,0.22,0.85,0.28,0,1,1,0,1,"R_aWOHbIRoyJFf70x"
48,0,7,0.75,5,5,1,0,4,6,0.833333333333333,0,1,0.625,0.5,0.466666666666667,1,0,0,0,1,1,1,0.633333333333333,0.8,0.77,0.68,0.55,0.55,0.5,0.4,0,1,1,0,0,"R_068QnybeQuHJ9v7"
80,1,8,0.875,5,5,1,0,2,1,0,1,0,0.0625,0.875,0.2,0,0,1,0,0,1,1,0.188888888888889,0.62,0.29,0.29,0.02,0.63,0.1,0.16,0,1,0,1,0,"R_aXgL4S5mmGQyTNb"
51,1,5,0.5,1,1,1,0,2,1,0,1,0,0.375,0.5,0.4,1,0,0,0,1,1,1,0.522222222222222,0.48,0.6,0.46,0.35,0.43,0.24,0.7,0,1,0,1,1,"R_bpEeYfrua3R3D9j"
59,0,9,1,5,5,1,0,6,7,1,0,1,0.9375,0.6875,0.333333333333333,0,1,0,1,0,1,1,0.477777777777778,0.51,0.57,0.61,0.81,0.81,0.61,0.87,1,0,0,1,0,"R_e2pqBr9JBPKzknH"
24,0,3,0.25,1,1,1,1,,1,0,1,0,0.625,0.4375,0.666666666666667,0,0,1,0,0,1,1,0.488888888888889,0.49,0.46,0.48,1,0.45,0.41,0,0,1,0,1,0,"R_7P8KD102iYvhhHv"
57,0,9,1,4,4,1,0,6,5,0.666666666666667,0,1,0.375,0.3125,0.333333333333333,0,0,1,0,0,1,1,0.488888888888889,0.52,0.12,0.79,0.77,0.5,0.29,0.84,0,1,1,0,1,"R_5AXgRelQ1M1Mo05"
32,0,7,0.75,5,5,1,0,4,2,0.166666666666667,1,0,0.375,0.5625,0.4,0,0,1,0,0,1,1,0.522222222222222,0.47,0.31,0.33,0.37,0.43,0.26,0.31,1,0,1,0,1,"R_3D9LQ6obQR7jOfj"
52,0,4,0.375,5,5,1,0,3,2,0.166666666666667,1,0,0.3125,0.1875,0.266666666666667,0,0,1,0,0,0,1,0.566666666666667,0.17,0.27,0.15,0.63,0.63,0.21,0.7,0,1,0,1,1,"R_3WOeKAyTmJGtIih"
59,0,3,0.25,4,4,1,0,,4,0.5,0,0,0.125,0,0.666666666666667,1,0,0,0,1,1,1,0.155555555555556,0.99,0.01,1,0.05,1,0.01,1,1,0,0,1,1,"R_6L64mFiJVkM2USh"
53,0,5,0.5,3,3,1,0,3,4,0.5,0,0,0.25,0.8125,0.266666666666667,0,0,1,0,0,1,1,0.5,0.69,0.45,0.84,0.62,0.9,0.33,0.76,1,0,1,0,0,"R_25BRKdlWy3sDlC5"
38,0,4,0.375,1,1,1,0,5,2,0.166666666666667,1,0,0.5625,0.4375,0.533333333333333,1,0,0,0,1,0,0,0.888888888888889,0.65,1,0.64,0.54,0.56,0.45,0.68,0,1,0,1,0,"R_3eZqfVxt8zuXkA5"
50,0,5,0.5,2,2,1,1,4,6,0.833333333333333,0,1,0.5,0.0625,0.4,0,0,1,0,0,0,1,0.766666666666667,0.9,0.48,0.7,0.94,0.93,0.83,0.99,1,0,1,0,1,"R_ba0VjPjx1nBBHiB"
58,0,3,0.25,2,2,1,0,5,4,0.5,0,0,0.5,0.375,0.666666666666667,0,0,1,0,0,1,0,0.466666666666667,0.19,0.4,0.52,0.49,0.29,0.76,0.24,1,0,0,1,0,"R_1LgZeXlvRMc8KGh"
31,0,6,0.625,4,4,1,0,4,3,0.333333333333333,1,0,0.5,0.1875,0.333333333333333,1,0,0,0,1,1,1,0.755555555555556,0.77,0.71,0.74,,1,0.19,0.76,1,0,1,0,0,"R_9mmKKHcLu92KWMt"
61,0,9,1,3,3,1,1,6,6,0.833333333333333,0,1,0.8125,0.75,0.333333333333333,1,0,0,0,1,1,1,0.766666666666667,0.73,0.88,0.88,0.74,0.75,0.72,0.97,1,0,0,1,1,"R_9Ag63GVQKdSUuKp"
63,1,7,0.75,4,4,1,0,6,6,0.833333333333333,0,1,0.625,0.5,0.533333333333333,0,0,1,0,0,1,1,0.755555555555556,0.78,0.8,0.82,0.26,0.78,0.05,0.26,0,1,1,0,1,"R_8k5TR35YXdbWgAZ"
63,1,6,0.625,1,1,0,0,3,3,0.333333333333333,1,0,0.5,0.375,0.6,1,0,0,0,1,1,1,0.555555555555556,0.47,0.31,0.33,0.69,0.7,0.36,0.39,1,0,0,1,1,"R_81ExzklRpyppmU5"
62,0,9,1,4,4,1,0,5,6,0.833333333333333,0,1,0.75,0.5,0.533333333333333,1,0,0,0,1,1,1,0.288888888888889,1,0.43,0.16,0.5,0.5,0.49,1,1,0,1,0,1,"R_0Pzsh41uFQCCSPj"
39,0,5,0.5,3,3,1,0,4,4,0.5,0,0,0.4375,0.25,0.466666666666667,0,1,0,1,0,0,1,0.0333333333333333,0.92,0.16,0.55,0.3,0.61,0.32,0.72,0,1,0,1,1,"R_5dlEF90EsMWsnS5"
21,0,5,0.5,1,1,1,0,4,7,1,0,1,0.5,0.5,0.533333333333333,0,0,1,0,0,0,1,0.566666666666667,0.51,0.54,0.49,0.44,0.35,0.5,0.42,1,0,0,1,1,"R_5cpjIM4iQYVEM2F"
48,0,7,0.75,3,3,1,1,4,4,0.5,0,0,0.625,0.625,0.533333333333333,1,0,0,0,1,0,1,0.288888888888889,0.56,0.58,0.56,0.35,0.48,0.45,0.58,1,0,0,1,0,"R_bHlMeVahhAWLWZv"
23,0,2,0.125,1,1,1,0,,4,0.5,0,0,0.125,0.5,0.533333333333333,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"R_b45zXlFwRYeaqXP"
48,0,7,0.75,1,1,1,0,4,2,0.166666666666667,1,0,0.6875,0.6875,0.4,1,0,0,0,1,1,1,0.888888888888889,0.94,0.86,0.53,0.15,0.87,0.82,0.81,0,1,1,0,1,"R_4VC0Dk5RWLWbhmR"
62,1,6,0.625,3,3,1,1,2,1,0,1,0,0.5,0.875,0.6,0,1,0,1,0,1,0,0.822222222222222,1,0.58,0.54,1,1,0.84,0.88,0,1,1,0,1,"R_9t1IMmhu0KqXyjb"
29,0,7,0.75,3,3,1,1,6,6,0.833333333333333,0,1,0.5625,0.375,0.466666666666667,0,1,0,1,0,1,0,0.477777777777778,0.75,0.49,0.63,0.45,0.29,0.67,0.79,0,1,0,1,1,"R_6Go2gvZJ76MAOW1"
70,0,6,0.625,3,3,1,0,2,1,0,1,0,0.4375,0.5625,0.333333333333333,0,1,0,1,0,1,0,0.0555555555555556,0.86,0.08,0.9,0.8,0.53,0.49,0.8,1,0,0,1,0,"R_5C6Ikv8Jvw26WO1"
56,0,9,1,4,4,0,0,4,2,0.166666666666667,1,0,0.4375,0.75,0.2,0,1,0,1,0,0,1,0.333333333333333,0.7,0.87,0.58,0.87,0.57,0.77,0.66,0,1,1,0,1,"R_3OUHaxmnFCcRCTP"
45,0,3,0.25,4,4,1,1,6,7,1,0,1,0.5,0.75,0.4,0,0,1,0,0,1,1,0.577777777777778,0.6,0.72,0.42,0.1,0.9,0.43,0.74,0,1,1,0,1,"R_78lRh1Wvtm4p2bb"
60,0,9,1,6,7,1,0,4,5,0.666666666666667,0,1,0.625,0.9375,0.4,1,0,0,0,1,1,1,0.711111111111111,0.75,0.59,0.77,0.5,0.43,0.67,1,1,0,1,0,1,"R_3CagCmms8cnjSJv"
51,0,7,0.75,3,3,1,1,7,5,0.666666666666667,0,1,0.625,0.1875,0.533333333333333,1,0,0,0,1,1,1,0.511111111111111,0.38,0.54,0.43,0.12,0.68,0.08,0.6,0,1,0,1,1,"R_6rOyAj7gdRRXF1X"
43,0,3,0.25,1,1,1,1,7,4,0.5,0,0,0.875,0.5,0.6,0,1,0,1,0,1,0,0.722222222222222,1,0.61,1,0.72,1,1,1,1,0,1,0,1,"R_0IFGoO3WkZflg5n"
33,1,6,0.625,6,7,1,0,6,5,0.666666666666667,0,1,0.3125,0.625,0.333333333333333,1,0,0,0,1,1,1,0.6,0.73,0.56,0.11,0.34,0.39,0.23,0.59,1,0,0,1,1,"R_3sJg2CvpRCbviG9"
